,owner,brand,price,kms_driven,age,power
7877,First Owner,Bajaj,26675.0,30032.0,8.0,125.0
7878,First Owner,Royal Enfield,136000.0,13333.0,3.0,350.0
7879,First Owner,Bajaj,65000.0,15200.0,6.0,220.0
7880,First Owner,Bajaj,40000.0,5995.0,5.0,125.0
7881,First Owner,Hero,22600.0,25000.0,11.0,100.0
7882,First Owner,Suzuki,84000.0,200.0,4.0,150.0
7883,First Owner,Bajaj,38500.0,34000.0,7.0,150.0
7884,First Owner,Yamaha,29900.0,41048.0,10.0,150.0
7885,First Owner,Royal Enfield,150000.0,5200.0,6.0,500.0
7886,First Owner,Suzuki,70000.0,15000.0,5.0,150.0
7887,First Owner,Honda,51300.0,27015.0,7.0,150.0
7888,First Owner,Bajaj,60000.0,21000.0,7.0,220.0
7889,First Owner,Bajaj,80000.0,17000.0,6.0,220.0
7890,First Owner,Honda,28000.0,33000.0,12.0,125.0
7891,First Owner,Royal Enfield,124600.0,19000.0,7.0,500.0
7892,First Owner,Royal Enfield,117000.0,24000.0,8.0,350.0
7893,First Owner,Honda,70000.0,8000.0,6.0,160.0
7894,First Owner,Honda,20500.0,69200.0,12.0,125.0
7895,First Owner,Hero,25000.0,24010.0,12.0,100.0
7896,First Owner,Hero,35000.0,26000.0,8.0,125.0
7897,First Owner,Royal Enfield,125000.0,13000.0,7.0,350.0
7898,First Owner,Yamaha,25000.0,10500.0,9.0,125.0
7899,First Owner,Bajaj,54400.0,27000.0,6.0,220.0
7900,First Owner,Bajaj,75000.0,3650.0,5.0,220.0
7901,First Owner,Bajaj,70000.0,10000.0,4.0,150.0
7902,Second Owner,Royal Enfield,99000.0,18000.0,7.0,350.0
7903,First Owner,Royal Enfield,112000.0,12200.0,7.0,350.0
7904,First Owner,Hero,21000.0,35698.0,11.0,100.0
7905,First Owner,KTM,180900.0,11466.0,4.0,200.0
7906,Second Owner,Kawasaki,550000.0,3500.0,4.0,650.0
7907,First Owner,Bajaj,70000.0,15500.0,5.0,220.0
7908,Second Owner,Honda,71800.0,22650.0,6.0,150.0
7909,First Owner,Bajaj,90000.0,7500.0,3.0,220.0
7910,First Owner,Bajaj,37800.0,15000.0,5.0,125.0
7911,First Owner,Hero,31621.0,19000.0,6.0,100.0
7912,First Owner,Royal Enfield,89720.0,33885.0,8.0,350.0
7913,First Owner,Honda,60000.0,12609.0,5.0,160.0
7914,First Owner,Royal Enfield,65000.0,11811.0,9.0,350.0
7915,First Owner,Bajaj,120000.0,33647.0,4.0,400.0
7916,First Owner,Bajaj,48000.0,14290.0,5.0,150.0
7917,Second Owner,Royal Enfield,72000.0,30000.0,8.0,350.0
7918,First Owner,Bajaj,30000.0,45322.0,7.0,150.0
7919,First Owner,Bajaj,55000.0,10440.0,5.0,150.0
7920,First Owner,Hero,16979.0,17299.0,12.0,223.0
7921,First Owner,Honda,30000.0,57298.0,10.0,150.0
7922,Second Owner,Bajaj,36000.0,10000.0,8.0,220.0
7923,First Owner,KTM,135000.0,9800.0,6.0,390.0
7924,First Owner,Honda,55400.0,39000.0,9.0,150.0
7925,Second Owner,Yamaha,30000.0,38000.0,9.0,150.0
7926,First Owner,Bajaj,50000.0,46527.0,8.0,220.0
7927,First Owner,Honda,25000.0,73625.0,8.0,125.0
7928,Second Owner,Bajaj,29000.0,26000.0,9.0,150.0
7929,First Owner,Hero,26000.0,42000.0,7.0,110.0
7930,First Owner,Bajaj,82000.0,6000.0,5.0,200.0
7931,First Owner,Royal Enfield,150000.0,10000.0,6.0,500.0
7932,First Owner,Bajaj,42000.0,2600.0,8.0,220.0
7933,First Owner,Suzuki,60000.0,15000.0,6.0,150.0
7934,First Owner,Yamaha,58000.0,40000.0,7.0,150.0
7935,First Owner,TVS,75000.0,13500.0,4.0,200.0
7936,First Owner,KTM,121900.0,10500.0,5.0,200.0
7937,First Owner,Royal Enfield,149100.0,1450.0,5.0,500.0
7938,First Owner,Suzuki,80000.0,9300.0,5.0,150.0
7939,Second Owner,Bajaj,42200.0,3325.0,5.0,150.0
7940,First Owner,Bajaj,65000.0,7000.0,4.0,150.0
7941,First Owner,TVS,22800.0,20750.0,7.0,100.0
7942,First Owner,Royal Enfield,100000.0,6742.0,7.0,350.0
7943,First Owner,Bajaj,60311.0,26800.0,5.0,150.0
7944,First Owner,Hero,20500.0,51320.0,9.0,100.0
7945,First Owner,Bajaj,30000.0,55297.0,11.0,150.0
7946,First Owner,Hero,18000.0,25000.0,12.0,125.0
7947,First Owner,Bajaj,75000.0,12511.0,5.0,200.0
7948,First Owner,Hero,22000.0,5639.0,15.0,100.0
7949,First Owner,Bajaj,55000.0,15581.0,3.0,150.0
7950,First Owner,Royal Enfield,130000.0,33125.0,4.0,500.0
7951,First Owner,Royal Enfield,87000.0,19549.0,7.0,350.0
7952,First Owner,Hero,55000.0,9643.0,3.0,100.0
7953,First Owner,Harley-Davidson,650000.0,10963.0,5.0,883.0
7954,First Owner,Yamaha,64466.0,42386.0,6.0,150.0
7955,First Owner,Bajaj,24000.0,25804.0,8.0,125.0
7956,First Owner,Bajaj,45000.0,17000.0,4.0,150.0
7957,First Owner,Hero,47000.0,22226.0,4.0,125.0
7958,First Owner,Yamaha,75700.0,12530.0,6.0,150.0
7959,First Owner,Yamaha,42000.0,18000.0,8.0,150.0
7960,First Owner,KTM,110000.0,6859.0,3.0,200.0
7961,First Owner,Royal Enfield,69000.0,38069.0,8.0,350.0
7962,Second Owner,Bajaj,45000.0,24500.0,8.0,220.0
7963,First Owner,Hero,26900.0,36000.0,7.0,125.0
7964,First Owner,Bajaj,125000.0,1230.0,3.0,200.0
7965,First Owner,Yamaha,68000.0,14000.0,8.0,150.0
7966,First Owner,Royal Enfield,140000.0,5500.0,5.0,410.0
7967,Second Owner,Yamaha,19000.0,42000.0,10.0,150.0
7968,First Owner,Bajaj,92000.0,7000.0,4.0,220.0
7969,First Owner,Bajaj,62000.0,9400.0,6.0,150.0
7970,First Owner,Royal Enfield,85000.0,16904.0,7.0,350.0
7971,First Owner,Bajaj,111000.0,17169.0,4.0,400.0
7972,First Owner,Bajaj,72000.0,8000.0,4.0,160.0
7973,First Owner,Honda,24100.0,20000.0,7.0,110.0
7974,First Owner,Royal Enfield,114000.0,38000.0,7.0,350.0
7975,First Owner,TVS,45000.0,1363.0,3.0,110.0
7976,First Owner,Bajaj,60000.0,14200.0,7.0,200.0
7977,First Owner,TVS,190000.0,4288.0,3.0,310.0
7978,First Owner,Royal Enfield,110000.0,9000.0,12.0,500.0
7979,First Owner,Bajaj,34000.0,15440.0,5.0,150.0
7980,First Owner,Royal Enfield,130000.0,27044.0,6.0,500.0
7981,First Owner,Bajaj,30000.0,50028.0,11.0,180.0
7982,Second Owner,Suzuki,45500.0,12000.0,5.0,150.0
7983,First Owner,Hero,28000.0,55141.0,10.0,223.0
7984,First Owner,Royal Enfield,90000.0,9000.0,5.0,350.0
7985,First Owner,Suzuki,60000.0,10121.0,6.0,150.0
7986,First Owner,KTM,190104.0,9500.0,4.0,390.0
7987,First Owner,Bajaj,25000.0,21466.0,10.0,135.0
7988,Second Owner,Yamaha,25000.0,54000.0,12.0,150.0
7989,First Owner,Royal Enfield,110000.0,20764.0,4.0,350.0
7990,Second Owner,Honda,25000.0,62593.0,9.0,125.0
7991,First Owner,Bajaj,35000.0,55250.0,6.0,200.0
7992,First Owner,TVS,84000.0,8527.0,4.0,200.0
7993,First Owner,Yamaha,75000.0,24000.0,9.0,150.0
7994,First Owner,Bajaj,74400.0,3000.0,3.0,150.0
7995,First Owner,Bajaj,55000.0,15000.0,6.0,220.0
7996,First Owner,Bajaj,45500.0,9000.0,4.0,100.0
7997,First Owner,Harley-Davidson,478000.0,1300.0,5.0,750.0
7998,First Owner,Honda,52000.0,25600.0,6.0,160.0
7999,First Owner,Honda,35000.0,13000.0,7.0,125.0
8000,First Owner,Royal Enfield,115000.0,26000.0,7.0,350.0
8001,First Owner,Mahindra,170000.0,5500.0,3.0,300.0
8002,First Owner,Royal Enfield,100300.0,11824.0,6.0,350.0
8003,Second Owner,Bajaj,12000.0,82000.0,17.0,150.0
8004,First Owner,Bajaj,65000.0,9300.0,4.0,150.0
8005,Second Owner,KTM,130000.0,15000.0,5.0,390.0
8006,First Owner,Hero,30000.0,18168.0,7.0,100.0
8007,First Owner,KTM,145000.0,8600.0,6.0,390.0
8008,First Owner,Royal Enfield,107000.0,15000.0,7.0,350.0
8009,First Owner,Royal Enfield,68700.0,29000.0,10.0,350.0
8010,First Owner,Honda,55000.0,23000.0,6.0,150.0
8011,First Owner,Yamaha,47000.0,7000.0,4.0,125.0
8012,First Owner,Royal Enfield,75000.0,30000.0,9.0,350.0
8013,First Owner,Bajaj,65000.0,20100.0,6.0,220.0
8014,First Owner,Bajaj,53000.0,9319.0,4.0,150.0
8015,First Owner,Royal Enfield,103000.0,9450.0,8.0,500.0
8016,First Owner,Honda,47100.0,33000.0,8.0,150.0
8017,First Owner,Bajaj,25500.0,25866.0,9.0,180.0
8018,First Owner,Royal Enfield,125000.0,10409.0,4.0,500.0
8019,First Owner,Yamaha,32000.0,18818.0,11.0,150.0
8020,First Owner,Royal Enfield,155000.0,6153.0,5.0,350.0
8021,First Owner,Bajaj,150000.0,11535.0,3.0,400.0
8022,First Owner,Bajaj,45000.0,52000.0,6.0,220.0
8023,First Owner,Bajaj,30000.0,37125.0,8.0,135.0
8024,First Owner,TVS,70000.0,14424.0,4.0,200.0
8025,First Owner,Suzuki,70000.0,21543.0,3.0,150.0
8026,First Owner,Bajaj,70000.0,5768.0,5.0,220.0
8027,Second Owner,Bajaj,60000.0,15000.0,9.0,200.0
8028,First Owner,Hero,30000.0,33000.0,10.0,100.0
8030,First Owner,Bajaj,40000.0,45000.0,8.0,220.0
8031,Second Owner,KTM,145000.0,24000.0,6.0,390.0
8032,First Owner,Bajaj,26900.0,91000.0,10.0,220.0
8033,First Owner,Royal Enfield,120000.0,13208.0,10.0,500.0
8034,Second Owner,Bajaj,17000.0,53399.0,13.0,200.0
8035,First Owner,TVS,82000.0,4524.0,3.0,160.0
8036,First Owner,Bajaj,72000.0,14405.0,6.0,200.0
8037,First Owner,Honda,30000.0,24021.0,5.0,125.0
8038,Third Owner,Hero,23000.0,40000.0,16.0,100.0
8039,First Owner,Hero,40000.0,55687.0,8.0,150.0
8041,First Owner,Royal Enfield,115000.0,16476.0,5.0,350.0
8042,Second Owner,Hero,25000.0,48246.0,7.0,110.0
8043,First Owner,Bajaj,65000.0,20000.0,5.0,220.0
8044,First Owner,Honda,65000.0,34833.0,4.0,160.0
8045,First Owner,Honda,54799.0,27488.0,8.0,150.0
8046,First Owner,Yamaha,72000.0,9125.0,6.0,150.0
8047,First Owner,TVS,48000.0,18533.0,5.0,180.0
8048,First Owner,Bajaj,20000.0,10495.0,11.0,135.0
8049,First Owner,Yamaha,35000.0,8209.0,9.0,150.0
8050,First Owner,Bajaj,44000.0,71124.0,8.0,200.0
8052,First Owner,Bajaj,42000.0,1700.0,3.0,100.0
8053,First Owner,Honda,95000.0,10729.0,3.0,160.0
8054,First Owner,Suzuki,52000.0,40272.0,4.0,150.0
8055,First Owner,Hero,33000.0,21664.0,6.0,100.0
8056,First Owner,Hero,37000.0,16664.0,4.0,100.0
8057,First Owner,Bajaj,42000.0,14311.0,5.0,150.0
8058,First Owner,Royal Enfield,75000.0,14396.0,7.0,350.0
8059,First Owner,Hero,14000.0,38987.0,15.0,100.0
8060,Second Owner,Bajaj,30500.0,30312.0,15.0,180.0
8061,First Owner,Hero,35000.0,17079.0,8.0,100.0
8062,First Owner,Hero,49900.0,13813.0,4.0,150.0
8063,First Owner,Hero,25000.0,65901.0,10.0,100.0
8064,Second Owner,Bajaj,40000.0,27090.0,8.0,220.0
8065,First Owner,Bajaj,17000.0,54519.0,10.0,100.0
8066,Second Owner,Yamaha,75000.0,17243.0,4.0,250.0
8067,First Owner,Royal Enfield,128000.0,8500.0,5.0,350.0
8068,First Owner,Bajaj,15000.0,10750.0,15.0,100.0
8069,First Owner,Royal Enfield,145000.0,14000.0,4.0,500.0
8070,First Owner,Hero,47000.0,19151.0,4.0,100.0
8071,First Owner,Bajaj,20000.0,71970.0,13.0,150.0
8072,First Owner,Bajaj,35000.0,31733.0,8.0,220.0
8073,First Owner,Royal Enfield,65800.0,31000.0,11.0,350.0
8074,First Owner,TVS,65000.0,12061.0,4.0,180.0
8075,First Owner,Honda,86000.0,4700.0,4.0,160.0
8076,First Owner,Bajaj,93000.0,500.0,4.0,220.0
8077,First Owner,Bajaj,16000.0,29333.0,8.0,100.0
8078,First Owner,Royal Enfield,95000.0,7875.0,6.0,350.0
8079,First Owner,Royal Enfield,90000.0,16589.0,8.0,350.0
8080,First Owner,Hero,50000.0,22426.0,7.0,223.0
8081,Second Owner,Bajaj,25000.0,49871.0,8.0,125.0
8082,First Owner,Bajaj,40000.0,27500.0,12.0,220.0
8083,First Owner,Benelli,165000.0,23000.0,5.0,250.0
8084,First Owner,TVS,93000.0,13453.0,3.0,200.0
8085,First Owner,KTM,122500.0,25000.0,6.0,390.0
8086,Second Owner,Bajaj,14000.0,64270.0,17.0,100.0
8087,First Owner,TVS,19000.0,36000.0,10.0,100.0
8088,First Owner,Hyosung,175000.0,16051.0,6.0,250.0
8089,First Owner,Yamaha,103000.0,7000.0,5.0,150.0
8090,First Owner,Bajaj,48000.0,42000.0,5.0,150.0
8091,First Owner,Bajaj,17000.0,45000.0,11.0,135.0
8092,First Owner,Honda,30000.0,43333.0,10.0,150.0
8093,First Owner,Honda,30000.0,87370.0,10.0,150.0
8094,First Owner,Hero,17000.0,59000.0,15.0,100.0
8095,First Owner,Bajaj,42000.0,15000.0,5.0,135.0
8096,First Owner,KTM,135000.0,9500.0,6.0,200.0
8097,First Owner,Bajaj,45000.0,35000.0,8.0,220.0
8098,First Owner,Bajaj,50000.0,6000.0,8.0,200.0
8099,First Owner,Yamaha,102000.0,2600.0,5.0,150.0
8100,First Owner,Royal Enfield,100000.0,22600.0,8.0,350.0
8101,First Owner,Yamaha,92000.0,11060.0,4.0,250.0
8102,First Owner,Hero,46000.0,26419.0,4.0,150.0
8103,First Owner,Bajaj,23132.0,38752.0,9.0,100.0
8104,First Owner,Mahindra,21000.0,40824.0,7.0,110.0
8105,First Owner,Honda,28499.0,23500.0,8.0,125.0
8106,Second Owner,Harley-Davidson,380000.0,15027.0,7.0,750.0
8107,First Owner,Bajaj,97000.0,78.0,2.0,160.0
8108,First Owner,Yamaha,30000.0,34205.0,9.0,150.0
8109,First Owner,Bajaj,80000.0,6500.0,4.0,160.0
8110,Third Owner,Hero,17000.0,35000.0,11.0,100.0
8111,Second Owner,Honda,19200.0,25000.0,10.0,125.0
8112,First Owner,Royal Enfield,105000.0,11000.0,7.0,535.0
8113,First Owner,Bajaj,33000.0,22.0,4.0,100.0
8114,First Owner,Royal Enfield,125000.0,11451.0,6.0,350.0
8115,First Owner,Hero,20000.0,65000.0,11.0,150.0
8116,First Owner,Bajaj,46000.0,5214.0,3.0,125.0
8117,Second Owner,Royal Enfield,62600.0,25000.0,10.0,350.0
8118,First Owner,Bajaj,21000.0,46000.0,7.0,100.0
8119,First Owner,Hero,55000.0,15000.0,5.0,223.0
8120,First Owner,Bajaj,21000.0,45244.0,9.0,150.0
8121,First Owner,Bajaj,55000.0,30000.0,6.0,150.0
8122,First Owner,Hero,42500.0,8628.0,4.0,100.0
8123,First Owner,Yamaha,37000.0,32000.0,8.0,150.0
8124,First Owner,Mahindra,25000.0,46956.0,7.0,110.0
8125,First Owner,TVS,35000.0,7578.0,9.0,160.0
8126,First Owner,Suzuki,22000.0,30664.0,9.0,150.0
8127,First Owner,TVS,200000.0,19659.0,3.0,310.0
8128,First Owner,Honda,28000.0,54400.0,10.0,125.0
8129,First Owner,Bajaj,23000.0,54548.0,8.0,125.0
8130,Second Owner,Hero,10000.0,28900.0,18.0,100.0
8131,First Owner,Bajaj,14227.0,36000.0,15.0,150.0
8132,First Owner,Honda,34600.0,21500.0,5.0,110.0
8133,First Owner,Bajaj,39600.0,9000.0,3.0,100.0
8134,First Owner,Honda,21700.0,12350.0,8.0,110.0
8135,First Owner,TVS,34000.0,53817.0,9.0,180.0
8136,First Owner,Bajaj,28000.0,2347.0,6.0,100.0
8137,First Owner,Royal Enfield,112000.0,10000.0,6.0,350.0
8138,First Owner,Honda,25000.0,29956.0,7.0,125.0
8139,First Owner,Royal Enfield,169000.0,4411.0,2.0,350.0
8140,First Owner,Honda,45600.0,23128.0,7.0,150.0
8141,First Owner,Bajaj,35000.0,50861.0,9.0,125.0
8142,Second Owner,Bajaj,45000.0,17160.0,6.0,220.0
8143,First Owner,Hero,60000.0,15733.0,4.0,100.0
8144,First Owner,Royal Enfield,154400.0,8500.0,3.0,350.0
8145,First Owner,Bajaj,70000.0,17408.0,6.0,220.0
8146,First Owner,Hero,75000.0,11921.0,3.0,150.0
8147,First Owner,Hero,40000.0,59445.0,7.0,150.0
8148,First Owner,Royal Enfield,101000.0,18894.0,5.0,350.0
8149,First Owner,Royal Enfield,75000.0,29094.0,9.0,350.0
8150,First Owner,Honda,60000.0,5559.0,3.0,125.0
8151,Second Owner,Royal Enfield,110000.0,13975.0,6.0,350.0
8152,First Owner,Royal Enfield,150000.0,76467.0,9.0,350.0
8153,First Owner,Royal Enfield,85000.0,49000.0,13.0,350.0
8154,First Owner,Suzuki,41000.0,9624.0,3.0,110.0
8155,First Owner,Yamaha,45000.0,12551.0,9.0,150.0
8156,First Owner,Royal Enfield,100000.0,98056.0,7.0,500.0
8157,First Owner,Royal Enfield,85000.0,45000.0,8.0,350.0
8158,First Owner,Bajaj,50000.0,20040.0,5.0,220.0
8159,First Owner,Harley-Davidson,445600.0,8000.0,5.0,750.0
8160,First Owner,Hero,36500.0,19000.0,5.0,100.0
8161,Third Owner,Bajaj,20000.0,35000.0,12.0,135.0
8162,Second Owner,Bajaj,32000.0,40000.0,11.0,150.0
8163,First Owner,Hero,56000.0,4411.0,3.0,100.0
8164,First Owner,KTM,240000.0,4000.0,5.0,390.0
8165,First Owner,KTM,155000.0,15500.0,5.0,390.0
8166,First Owner,TVS,45000.0,24950.0,9.0,160.0
8167,First Owner,Bajaj,35000.0,23000.0,8.0,150.0
8168,First Owner,Bajaj,55000.0,14500.0,6.0,150.0
8169,First Owner,Yamaha,45000.0,22500.0,7.0,150.0
8170,First Owner,Yamaha,45000.0,38724.0,7.0,150.0
8171,First Owner,Hero,27500.0,15435.0,8.0,100.0
8172,First Owner,Royal Enfield,109600.0,31500.0,5.0,350.0
8173,First Owner,Bajaj,22000.0,24000.0,9.0,125.0
8174,First Owner,KTM,200000.0,4000.0,5.0,390.0
8175,Second Owner,Royal Enfield,65000.0,28000.0,15.0,350.0
8176,Second Owner,Hero,51000.0,15500.0,3.0,125.0
8177,First Owner,Bajaj,13000.0,35583.0,15.0,125.0
8178,First Owner,Yamaha,133500.0,17000.0,3.0,250.0
8179,First Owner,Bajaj,10951.0,1638.0,16.0,100.0
8180,First Owner,Yamaha,25000.0,16000.0,12.0,150.0
8181,First Owner,Bajaj,19000.0,60064.0,10.0,150.0
8182,First Owner,Bajaj,19000.0,17204.0,11.0,135.0
8183,First Owner,Royal Enfield,54000.0,250841.0,11.0,350.0
8184,First Owner,Honda,65000.0,60000.0,7.0,150.0
8185,First Owner,TVS,35000.0,40000.0,13.0,160.0
8186,First Owner,Yamaha,25000.0,50000.0,9.0,150.0
8187,First Owner,Suzuki,21600.0,25000.0,9.0,125.0
8188,First Owner,Bajaj,70000.0,21582.0,3.0,150.0
8189,First Owner,Royal Enfield,125000.0,3679.0,4.0,350.0
8190,Third Owner,Royal Enfield,85000.0,15000.0,7.0,350.0
8192,First Owner,Royal Enfield,145000.0,12400.0,2.0,350.0
8193,First Owner,Honda,18000.0,40429.0,10.0,125.0
8194,First Owner,Hero,25000.0,20293.0,8.0,100.0
8195,First Owner,Royal Enfield,175000.0,10951.0,6.0,500.0
8196,First Owner,Yamaha,110000.0,800.0,3.0,250.0
8197,Second Owner,KTM,860000.0,12000.0,5.0,200.0
8198,First Owner,Hero,19000.0,32500.0,12.0,100.0
8199,First Owner,Royal Enfield,113300.0,21537.0,5.0,350.0
8200,First Owner,Yamaha,18000.0,18695.0,10.0,150.0
8201,First Owner,Royal Enfield,95000.0,21000.0,8.0,350.0
8202,First Owner,Royal Enfield,101000.0,17278.0,6.0,350.0
8203,First Owner,Bajaj,125000.0,11734.0,3.0,200.0
8204,First Owner,Yamaha,85000.0,2648.0,2.0,150.0
8205,First Owner,Hyosung,231000.0,4168.0,6.0,650.0
8206,First Owner,Bajaj,126000.0,20000.0,4.0,400.0
8207,First Owner,KTM,170000.0,12400.0,4.0,200.0
8208,First Owner,TVS,90000.0,52594.0,3.0,200.0
8209,First Owner,Hero,25000.0,85000.0,14.0,150.0
8210,First Owner,Royal Enfield,115000.0,6096.0,5.0,500.0
8211,First Owner,Honda,20000.0,43000.0,12.0,150.0
8212,First Owner,Royal Enfield,171000.0,3700.0,4.0,500.0
8213,First Owner,Royal Enfield,110000.0,8855.0,3.0,350.0
8214,First Owner,Bajaj,80000.0,17000.0,3.0,200.0
8215,First Owner,Kawasaki,269000.0,2204.0,4.0,250.0
8216,Second Owner,KTM,85000.0,58093.0,6.0,390.0
8217,First Owner,Royal Enfield,105000.0,10581.0,4.0,350.0
8218,First Owner,TVS,42000.0,15000.0,5.0,160.0
8219,First Owner,Hero,21000.0,43000.0,9.0,125.0
8220,First Owner,Bajaj,56000.0,11600.0,4.0,150.0
8221,First Owner,Royal Enfield,125000.0,10059.0,5.0,350.0
8222,First Owner,Bajaj,111088.0,17000.0,4.0,200.0
8223,First Owner,Honda,49800.0,27083.0,7.0,150.0
8224,First Owner,Yamaha,55000.0,67445.0,10.0,150.0
8225,First Owner,Hero,22000.0,5610.0,10.0,150.0
8226,First Owner,Bajaj,48000.0,27000.0,5.0,150.0
8227,First Owner,Royal Enfield,145000.0,7481.0,5.0,500.0
8228,First Owner,Bajaj,68000.0,26000.0,3.0,180.0
8229,First Owner,Royal Enfield,195000.0,1768.0,3.0,500.0
8230,First Owner,TVS,10000.0,29238.0,16.0,110.0
8231,First Owner,Hero,14200.0,37000.0,13.0,100.0
8232,First Owner,Bajaj,85000.0,18474.0,6.0,200.0
8233,First Owner,Honda,95000.0,24000.0,10.0,250.0
8234,First Owner,Bajaj,16000.0,79000.0,12.0,125.0
8235,First Owner,Hyosung,215000.0,8700.0,6.0,250.0
8236,Second Owner,Bajaj,70000.0,18302.0,4.0,220.0
8237,First Owner,Hero,40000.0,25392.0,4.0,100.0
8238,First Owner,Bajaj,84700.0,27845.0,6.0,200.0
8239,First Owner,Honda,30000.0,27598.0,8.0,110.0
8240,First Owner,Bajaj,51500.0,4734.0,6.0,220.0
8241,First Owner,Bajaj,98000.0,1700.0,3.0,200.0
8242,First Owner,Yamaha,42000.0,30090.0,11.0,150.0
8243,First Owner,Hyosung,218000.0,10016.0,6.0,250.0
8244,First Owner,Bajaj,52000.0,42786.0,7.0,200.0
8245,First Owner,Bajaj,67800.0,11000.0,5.0,200.0
8246,First Owner,Royal Enfield,108400.0,3545.0,8.0,500.0
8247,First Owner,Royal Enfield,98000.0,9550.0,7.0,350.0
8248,First Owner,Bajaj,77777.0,11000.0,5.0,220.0
8249,First Owner,Bajaj,45000.0,45000.0,10.0,220.0
8250,First Owner,Bajaj,32000.0,44667.0,8.0,125.0
8251,First Owner,TVS,54000.0,100.0,3.0,110.0
8252,First Owner,KTM,215000.0,3900.0,4.0,390.0
8253,First Owner,Honda,33000.0,34588.0,8.0,150.0
8254,First Owner,Yamaha,102000.0,2000.0,5.0,150.0
8255,Second Owner,Yamaha,40000.0,14500.0,8.0,150.0
8256,First Owner,Bajaj,48000.0,65000.0,9.0,220.0
8257,First Owner,Royal Enfield,100000.0,25351.0,7.0,500.0
8258,First Owner,Royal Enfield,119000.0,21000.0,5.0,350.0
8259,First Owner,Bajaj,25500.0,42500.0,9.0,150.0
8260,First Owner,Bajaj,160000.0,3144.0,3.0,400.0
8261,First Owner,KTM,231000.0,8794.0,3.0,390.0
8262,First Owner,Honda,173400.0,10060.0,4.0,250.0
8263,First Owner,TVS,55000.0,16956.0,7.0,180.0
8264,First Owner,Hero,90000.0,2307.0,3.0,200.0
8265,First Owner,Suzuki,40000.0,39988.0,6.0,150.0
8266,First Owner,Suzuki,65000.0,7420.0,6.0,150.0
8267,First Owner,Royal Enfield,160000.0,4118.0,6.0,500.0
8268,First Owner,Bajaj,35000.0,30000.0,11.0,220.0
8269,First Owner,Hero,38000.0,26000.0,6.0,100.0
8270,Second Owner,Royal Enfield,99000.0,16000.0,7.0,350.0
8271,First Owner,Suzuki,92000.0,2947.0,3.0,150.0
8272,Second Owner,Honda,22000.0,35300.0,10.0,125.0
8273,First Owner,Bajaj,10800.0,47970.0,16.0,150.0
8274,First Owner,Royal Enfield,150000.0,5377.0,3.0,500.0
8275,First Owner,Bajaj,40000.0,93566.0,6.0,150.0
8276,First Owner,Royal Enfield,98000.0,29119.0,7.0,350.0
8277,Second Owner,Royal Enfield,60000.0,40000.0,17.0,350.0
8278,First Owner,Hero,16900.0,48000.0,17.0,100.0
8279,First Owner,Yamaha,105000.0,9300.0,5.0,150.0
8280,Second Owner,Royal Enfield,121000.0,5300.0,6.0,535.0
8281,First Owner,Royal Enfield,118000.0,3009.0,6.0,350.0
8282,First Owner,Hyosung,211300.0,15000.0,7.0,250.0
8283,First Owner,Royal Enfield,119600.0,28000.0,5.0,350.0
8284,First Owner,Hero,69100.0,17000.0,5.0,223.0
8285,First Owner,Bajaj,37000.0,29857.0,5.0,150.0
8286,First Owner,Hero,42500.0,12068.0,3.0,100.0
8287,First Owner,Bajaj,60000.0,8714.0,4.0,150.0
8288,First Owner,Bajaj,45000.0,33052.0,10.0,220.0
8289,First Owner,Bajaj,22000.0,25000.0,8.0,125.0
8290,First Owner,TVS,65000.0,31100.0,5.0,180.0
8291,First Owner,Hero,20000.0,47830.0,13.0,100.0
8292,First Owner,Hero,18000.0,75000.0,14.0,223.0
8293,First Owner,TVS,40000.0,41657.0,8.0,160.0
8294,Second Owner,Honda,90500.0,23602.0,7.0,250.0
8295,First Owner,Honda,75000.0,7200.0,5.0,160.0
8296,First Owner,Honda,75000.0,10300.0,4.0,160.0
8297,First Owner,Bajaj,17000.0,25000.0,10.0,150.0
8298,First Owner,Yamaha,86900.0,3000.0,6.0,150.0
8299,First Owner,Hero,25000.0,86000.0,7.0,125.0
8300,First Owner,Bajaj,50000.0,16833.0,5.0,150.0
8301,First Owner,Honda,80000.0,28764.0,6.0,150.0
8302,First Owner,Royal Enfield,120000.0,2172.0,3.0,350.0
8303,First Owner,KTM,105786.0,15000.0,5.0,200.0
8304,First Owner,KTM,186300.0,18000.0,4.0,200.0
8305,First Owner,Bajaj,52000.0,19000.0,8.0,200.0
8306,First Owner,Bajaj,45000.0,28750.0,4.0,125.0
8307,First Owner,Hero,26000.0,78800.0,15.0,100.0
8308,First Owner,Hero,35000.0,12185.0,7.0,150.0
8309,First Owner,Honda,46000.0,36000.0,10.0,150.0
8310,First Owner,Hero,19000.0,38000.0,16.0,100.0
8311,First Owner,Honda,48915.0,22000.0,8.0,150.0
8312,First Owner,Hero,23000.0,11700.0,16.0,223.0
8313,First Owner,Bajaj,95000.0,11400.0,6.0,200.0
8314,First Owner,KTM,100000.0,6578.0,6.0,200.0
8315,First Owner,Bajaj,97900.0,17500.0,6.0,200.0
8316,First Owner,Bajaj,160000.0,1320.0,4.0,400.0
8317,First Owner,Bajaj,26000.0,21825.0,10.0,150.0
8318,First Owner,Royal Enfield,90000.0,9355.0,7.0,350.0
8319,First Owner,Kawasaki,420000.0,5670.0,5.0,650.0
